wave
243.7894287
243.8421631
243.8948975
243.9476318
244.0003662
244.0530853
244.1058044
244.1585083
244.2112122
244.263916
244.3166046
244.3693085
244.4219818
244.4746704
244.5273438
244.5800171
244.6326752
244.6853333
244.7379913
244.7906494
244.8432922
244.8959351
244.9485626
245.0011902
245.0538177
245.1064453
245.1590576
245.2116547
245.264267
245.316864
245.3694611
245.4220428
245.4746399
245.5272064
245.5797882
245.6323547
245.6849213
245.7374725
245.7900238
245.8425751
245.8951263
245.9476624
246.0001984
246.0527191
246.1052399
246.1577606
246.2102814
246.2627869
246.3152924
246.3677826
246.4202728
246.4727631
246.5252533
246.5777283
246.6302032
246.682663
246.7351379
246.7875824
246.8400421
246.8924866
246.944931
246.9973755
247.0498047
247.1022339
247.1546478
247.2070618
247.2594757
247.3118896
247.3642883
247.416687
247.4690704
247.5214691
247.5738373
247.6262207
247.6785889
247.730957
247.7833252
247.8356781
247.888031
247.9403687
247.9927216
248.0450592
248.0973816
248.149704
248.2020264
248.2543488
248.3066559
248.358963
248.4112701
248.463562
248.5158539
248.5681305
248.6204224
248.672699
248.7249603
248.7772217
248.829483
248.8817444
248.9339905
248.9862366
249.0384827
249.0907135
249.1429443
249.1951752
249.2473907
249.2996063
249.3518219
249.4040222
249.4562225
249.5084229
249.5606079
249.612793
249.664978
249.7171478
249.7693176
249.8214874
249.873642
249.9257965
249.977951
250.0300903
250.0822296
250.1343689
250.1864929
250.2386169
250.290741
250.3428497
250.3949585
250.4470673
250.4991608
250.5512543
250.6033478
250.6554413
250.7075195
250.7595825
250.8116608
250.8637238
250.9157867
250.9678345
251.0198822
251.0719299
251.1239624
251.1759949
251.2280273
251.2800598
251.332077
251.3840942
251.4360962
251.4880981
251.5401001
251.5920868
251.6440887
251.6960602
251.7480469
251.8000183
251.8519897
251.9039459
251.9559174
252.0078583
252.0598145
252.1117554
252.1636963
252.2156219
252.2675629
252.3194885
252.3713989
252.4233093
252.4752197
252.5271301
252.5790253
252.6309204
252.6828003
252.7346954
252.7865753
252.8384399
252.8903046
252.9421692
252.9940338
253.0458832
253.0977325
253.1495819
253.201416
253.2532501
253.3050842
253.3569031
253.4087219
253.4605408
253.5123444
253.5641479
253.6159515
253.6677399
253.7195282
253.7713165
253.8230896
253.8748627
253.9266357
253.9783936
254.0301514
254.0819092
254.1336517
254.1853943
254.2371368
254.2888794
254.3406067
254.3923187
254.444046
254.4957581
254.5474701
254.5991669
254.6508636
254.7025604
254.7542419
254.8059387
254.857605
254.9092865
254.9609528
255.012619
255.06427
255.1159363
255.167572
255.219223
255.2708588
255.3224945
255.3741302
255.4257507
255.4773712
255.5289764
255.5805817
255.6321869
255.6837921
255.7353821
255.786972
255.838562
255.8901367
255.9417114
255.9932861
256.0448303
256.096405
256.1479492
256.1994934
256.2510376
256.3025818
256.354126
256.4056396
256.4571838
256.5086975
256.5602112
256.6117249
256.663208
256.7147217
256.7662048
256.8177185
256.8692017
256.9206543
256.9721375
257.0236206
257.0750732
257.1265259
257.1779785
257.2294312
257.2808838
257.3323364
257.3837585
257.4351807
257.4866028
257.5380249
257.589447
257.6408691
257.6922607
257.7436523
257.7950439
257.8464355
257.8978271
257.9492188
258.0005798
258.0519714
258.1033325
258.1546936
258.2060242
258.2573853
258.3087463
258.3600769
258.4114075
258.462738
258.5140686
258.5653687
258.6166992
258.6679993
258.7193298
258.7706299
258.8218994
258.8731995
258.9244995
258.975769
259.0270386
259.0783081
259.1295776
259.1808472
259.2320862
259.2833557
259.3345947
259.3858337
259.4370728
259.4883118
259.5395203
259.5907593
259.6419678
259.6931763
259.7443848
259.7955933
259.8467712
259.8979797
259.9491577
260.0003357
260.0515137
260.1026917
260.1538696
260.2050171
260.2561646
260.3073425
260.35849
260.4096069
260.4607544
260.5119019
260.5630188
260.6141357
260.6652527
260.7163696
260.7674866
260.818573
260.8696899
260.9207764
260.9718628
261.0229492
261.0740051
